Season_EN,Season_TE,Soil_EN,Soil_TE,N,P,K,pH,Temperature,Rainfall,Humidity,Crop_EN,Crop_TE,Organic_Fertilizer_EN,Organic_Fertilizer_TE,Inorganic_Fertilizer_EN,Inorganic_Fertilizer_TE,Organic_Pesticide_EN,Organic_Pesticide_TE,Inorganic_Pesticide_EN,Inorganic_Pesticide_TE
Rabi,రబీ,Sandy,మణల్,30,118,73,5.66,40,292,69,Spinach,పాలకూర,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,16,58,90,6.24,15,63,37,Gram,సెనగ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Clay,బంకమట్టి,27,95,19,8.39,20,222,64,Banana,అరటి,Farmyard Manure,పశువుల ఎరువు,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,94,95,84,7.78,34,188,86,Tomato,టమోటా,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,21,96,76,6.98,39,270,63,Gram,సెనగ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,59,97,99,8.31,28,125,51,Lentil,పప్పు,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,14,57,110,7.0,28,280,61,Chilli,మిర్చి,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Clay,బంకమట్టి,107,47,105,7.71,28,63,49,Sunflower,సూర్యకాంతి,Farmyard Manure,పశువుల ఎరువు,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Red,ఎర్ర మట్టి,89,61,58,5.93,29,204,79,Grapes,ద్రాక్ష,Neem Cake,వేపపిండి,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Sandy,మణల్,93,57,76,7.93,36,175,74,Watermelon,పుచ్చకాయ,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Clay,బంకమట్టి,54,80,117,5.73,40,161,72,Wheat,గోధుమ,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,39,53,24,6.06,35,239,33,Tomato,టమోటా,Neem Cake,వేపపిండి,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,108,40,116,8.25,34,189,65,Pumpkin,గుమ్మడికాయ,Compost,కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Rabi,రబీ,Black,నల్ల మట్టి,117,87,28,7.51,37,184,55,Cabbage,క్యాబేజీ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,55,29,106,7.11,24,289,38,Sorghum,జొన్న,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Sandy,మణల్,57,103,113,8.49,31,116,79,Potato,ఆలుగడ్డ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,90,53,44,6.1,33,158,53,Mustard,ఆవాలు,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,80,11,53,5.71,20,70,58,Drumstick,మునగ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Loamy,లోమీ,67,89,52,8.44,18,112,34,Rice,వరి,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,91,45,81,6.31,26,220,90,Coriander,కొత్తిమీర,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Sandy,మణల్,100,35,113,7.72,22,158,46,Potato,ఆలుగడ్డ,Compost,కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Loamy,లోమీ,74,11,110,7.35,33,218,88,Onion,ఉల్లి,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,55,87,117,5.9,16,210,41,Radish,ముల్లంగి,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,59,107,21,6.9,30,76,84,Sorghum,జొన్న,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Loamy,లోమీ,74,14,12,7.29,15,189,35,Pomegranate,దానిమ్మ,Neem Cake,వేపపిండి,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Loamy,లోమీ,42,87,56,6.94,37,231,45,Ginger,అల్లం,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,35,107,46,6.75,25,138,68,Mustard,ఆవాలు,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,77,33,53,7.64,19,285,33,Onion,ఉల్లి,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,87,32,45,6.99,22,163,85,Pea,బఠాణి,Neem Cake,వేపపిండి,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,42,86,120,7.57,38,166,53,Sorghum,జొన్న,Compost,కంపోస్ట్,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Red,ఎర్ర మట్టి,52,61,57,6.06,19,300,40,Garlic,వెల్లులి,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,66,46,79,6.56,34,103,82,Turnip,టర్నిప్,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Red,ఎర్ర మట్టి,60,75,105,6.15,21,179,30,Soybean,సోయాబీన్,Neem Cake,వేపపిండి,DAP,డిఏపీ,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,26,119,53,6.01,39,251,63,Mango,మామిడి,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,69,45,105,7.66,31,283,82,Garlic,వెల్లులి,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,52,59,18,8.46,20,175,72,Cotton,పత్తి,Compost,కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Red,ఎర్ర మట్టి,115,53,78,8.41,35,244,59,Wheat,గోధుమ,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,99,91,114,8.01,19,189,48,Drumstick,మునగ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,22,110,112,6.31,29,230,79,Bitter Gourd,కాకరకాయ,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,104,91,18,6.02,18,52,38,Cauliflower,కాలీఫ్లవర్,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Sandy,మణల్,87,38,88,6.65,34,266,58,Sorghum,జొన్న,Compost,కంపోస్ట్,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,105,12,105,8.49,40,140,58,Watermelon,పుచ్చకాయ,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,101,17,120,8.0,16,152,70,Watermelon,పుచ్చకాయ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,81,11,115,7.63,17,278,62,Orange,నారింజ,Compost,కంపోస్ట్,MOP,పొటాష్,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Clay,బంకమట్టి,79,115,74,6.17,17,98,51,Sunflower,సూర్యకాంతి,Neem Cake,వేపపిండి,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Loamy,లోమీ,107,28,114,5.95,36,57,72,Rice,వరి,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Kharif,ఖరీఫ్,Loamy,లోమీ,47,85,113,7.06,31,131,57,Potato,ఆలుగడ్డ,Compost,కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Loamy,లోమీ,32,86,118,7.67,38,229,79,Barley,యవ,Vermicompost,వర్మి కంపోస్ట్,DAP,డిఏపీ,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Rabi,రబీ,Loamy,లోమీ,118,92,119,7.61,24,210,59,Cauliflower,కాలీఫ్లవర్,Farmyard Manure,పశువుల ఎరువు,DAP,డిఏపీ,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Loamy,లోమీ,46,63,59,6.78,25,85,46,Pumpkin,గుమ్మడికాయ,Compost,కంపోస్ట్,DAP,డిఏపీ,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Loamy,లోమీ,81,37,120,7.41,36,285,81,Ginger,అల్లం,Compost,కంపోస్ట్,NPK,ఎన్‌పీకే,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
Kharif,ఖరీఫ్,Sandy,మణల్,95,105,21,6.53,21,165,58,Rice,వరి,Compost,కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,20,104,26,8.48,15,244,77,Muskmelon,ఖర్బూజ,Vermicompost,వర్మి కంపోస్ట్,NPK,ఎన్‌పీకే,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Black,నల్ల మట్టి,96,42,93,7.17,36,66,35,Coriander,కొత్తిమీర,Neem Cake,వేపపిండి,MOP,పొటాష్,Chili Spray,మిరప స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Sandy,మణల్,27,116,28,6.42,26,62,77,Papaya,బొప్పాయి,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Kharif,ఖరీఫ్,Loamy,లోమీ,20,46,20,6.41,35,51,49,Radish,ముల్లంగి,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Garlic Spray,వెల్లుల్లి స్ప్రే,Imidacloprid,ఇమిడాక్లోప్రిడ్
Zaid,జైద్,Sandy,మణల్,111,16,69,6.65,24,222,65,Wheat,గోధుమ,Compost,కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,102,73,90,6.9,17,223,32,Lentil,పప్పు,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Neem Oil,వేప నూనె,Cypermethrin,సైపర్‌మెత్రిన్
Rabi,రబీ,Sandy,మణల్,102,120,61,8.43,34,194,36,Radish,ముల్లంగి,Vermicompost,వర్మి కంపోస్ట్,MOP,పొటాష్,Garlic Spray,వెల్లుల్లి స్ప్రే,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,48,22,34,6.51,18,162,83,Sugarcane,చెరకు,Farmyard Manure,పశువుల ఎరువు,Urea,యూరియా,Chili Spray,మిరప స్ప్రే,Cypermethrin,సైపర్‌మెత్రిన్
Zaid,జైద్,Red,ఎర్ర మట్టి,87,97,49,7.05,40,281,90,Lentil,పప్పు,Vermicompost,వర్మి కంపోస్ట్,Urea,యూరియా,Neem Oil,వేప నూనె,Chlorpyrifos,క్లోరోపైరిఫాస్
Zaid,జైద్,Black,నల్ల మట్టి,70,19,99,7.52,24,168,85,Soybean,సోయాబీన్,Neem Cake,వేపపిండి,Urea,యూరియా,Neem Oil,వేప నూనె,Imidacloprid,ఇమిడాక్లోప్రిడ్
